atari5200,"Missile Command",NA,Atari,Classic,None,1982,http://vgcollect.com/images/front-box-art/17511.jpg
atari5200,"Montezuma's Revenge","Parker Brothers","Parker Brothers",Adventure,None,1984,http://vgcollect.com/images/front-box-art/20348.jpg
atari5200,"Moon Patrol","Atari, Inc",Atari,Action,None,1983,http://vgcollect.com/images/front-box-art/17512.jpg
atari5200,"Mountain King","K- Byte","CBS Electronics",Platformer,None,1984,http://vgcollect.com/images/front-box-art/20349.jpg
atari5200,"Mr. Do!'s Castle","Parker Brothers","Parker Brothers",Action,None,1984,http://vgcollect.com/images/front-box-art/20350.jpg
atari5200,"Ms. Pac-Man","Atari, Inc",Atari,Arcade,None,1983,http://vgcollect.com/images/front-box-art/17513.jpg
atari5200,Pac-Man,Namco,Atari,Action,None,1982,http://vgcollect.com/images/front-box-art/14489.jpg
atari5200,"Pac-Man Jr.",NA,NA,NA,NA,NA,http://vgcollect.com/images/front-box-art/27722.jpg
atari5200,Pengo,"Atari, Inc",Atari,Action,None,1983,http://vgcollect.com/images/front-box-art/18630.jpg
atari5200,Pitfall,Beck-Tech,Activision,Platformer,None,1983,http://vgcollect.com/images/front-box-art/15364.jpg
atari5200,"Pitfall II: Lost Caverns",NA,Activision,Platformer,NA,1984,http://vgcollect.com/images/front-box-art/18861.jpg
atari5200,"Pole Position",Namco,Atari,Racing,None,1983,http://vgcollect.com/images/front-box-art/17514.jpg
atari5200,Popeye,NA,"Parker Bros",Platformer,None,1983,http://vgcollect.com/images/front-box-art/14490.jpg
atari5200,Q*bert,"Parker Brothers","Parker Brothers",Action,None,1983,http://vgcollect.com/images/front-box-art/17515.jpg
atari5200,Qix,"Atari, Inc",Atari,Action,None,1982,http://vgcollect.com/images/front-box-art/17516.jpg
atari5200,"Quest for Quintana Roo",VSS,"Sunrise Software",Adventure,None,1984,http://vgcollect.com/images/front-box-art/20351.jpg
atari5200,"Realsports Baseball","Atari, Inc",Atari,Sports,None,1982,http://vgcollect.com/images/front-box-art/20352.jpg
atari5200,"Realsports Football",Midway,Atari,Sports,None,1982,http://vgcollect.com/images/front-box-art/17517.jpg
atari5200,"Realsports Soccer","Atari, Inc",Atari,Sports,None,1982,http://vgcollect.com/images/front-box-art/17518.jpg
atari5200,"Realsports Tennis","Atari, Inc",Atari,Sports,None,1986,http://vgcollect.com/images/front-box-art/17519.jpg
atari5200,"Rescue on Fractalus!","Atari, Inc","Lucasfilm Games",Action,None,1986,http://vgcollect.com/images/front-box-art/20353.jpg
atari5200,"River Raid",Activision,Activision,Action,None,1983,http://vgcollect.com/images/front-box-art/17520.jpg
atari5200,"Robotron: 2084",NA,Atari,Action,None,1983,http://vgcollect.com/images/front-box-art/17521.jpg
atari5200,Sinistar,"Atari, Inc.",AtariAge,Arcade,None,"June 15 2010",http://vgcollect.com/images/front-box-art/no_art.jpg
atari5200,Soccer,NA,NA,Sports,NA,NA,http://vgcollect.com/images/front-box-art/28148.jpg
atari5200,"Space Dungeon","Atari, Inc",Atari,Action,None,1983,http://vgcollect.com/images/front-box-art/17522.jpg
atari5200,"Space Invaders","Atari, Inc",Atari,"Shoot 'Em Up",None,1982,http://vgcollect.com/images/front-box-art/11360.jpg
atari5200,"Space Shuttle",Activision,Activision,Action,None,1984,http://vgcollect.com/images/front-box-art/17523.jpg
atari5200,"Sport Goofy",NA,Atari,NA,NA,NA,http://vgcollect.com/images/front-box-art/27728.jpg
atari5200,"Spy Hunter",NA,NA,Action,None,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari5200,"Star Raiders","Atari, Inc",Atari,Action,None,1982,http://vgcollect.com/images/front-box-art/17991.jpg
atari5200,"Star Trek: Strategic Operations Simulator",Sega,Sega,Strategy,None,1983,http://vgcollect.com/images/front-box-art/20354.jpg
atari5200,"Star Wars: Return of the Jedi Death Star Battle","Parker Brothers","Parker Brothers",Action,None,1983,http://vgcollect.com/images/front-box-art/20355.jpg
atari5200,"Star Wars: The Arcade Game","Parker Brothers","Parker Brothers",Action,None,1983,http://vgcollect.com/images/front-box-art/20356.jpg
atari5200,"Super Breakout","Atari, Inc","Atari, Inc",Arcade,None,1982,http://vgcollect.com/images/front-box-art/16824.jpg
atari5200,"Super Cobra","Parker Brothers","Parker Brothers",Action,None,1983,http://vgcollect.com/images/front-box-art/20357.jpg
atari5200,"Super Pac-Man",NA,NA,Classic,NA,NA,http://vgcollect.com/images/front-box-art/27723.jpg
atari5200,Tempest,Atari,AtariAge,Arcade,None,2012,http://vgcollect.com/images/front-box-art/39095.jpg
atari5200,Vanguard,NA,Atari,"Shoot 'Em Up",None,1983,http://vgcollect.com/images/front-box-art/17524.jpg
atari5200,"Wizard of Wor",Roklan,"CBS Electronics",Arcade,None,1983,http://vgcollect.com/images/front-box-art/14491.jpg
atari5200,Xagon,NA,NA,Strategy,None,NA,http://vgcollect.com/images/front-box-art/no_art.jpg
atari5200,Zaxxon,Sega,Sega,"Shoot 'Em Up",None,1984,http://vgcollect.com/images/front-box-art/20358.jpg
atari5200,Zenji,Activision,Activision,Puzzle,None,1984,http://vgcollect.com/images/front-box-art/20359.jpg
atari5200,"Zone Ranger",Activision,Activision,"Flight Simulator",None,1984,http://vgcollect.com/images/front-box-art/20360.jpg
